,Name,Category,Business Description,Based in,Tags,Total Funding,Founded,Website,Company Status
111,Clockwork Reklamebureau A/S,Denmark,"Clockwork is an agile advertising agency in Denmark. Free and independent, but with a strong international network. The agency that provides brand naming and identity solutions. The agency offers website design, graphic design, packaging design online content, and other services.",Odense,"advertising, marketing, communication, logo design, identity programme, Web design, WordPress, packaging design, branding, creativity",No funding announced yet,2023.0,https://www.clockwork.dk/,Active
112,Selldone,Denmark,"Selldone Business OS is an innovative platform designed to streamline and enhance the operational efficiency of businesses. Embracing a no-plugin approach, it eschews the complexity and bloat often associated with additional software modules. Instead, Selldone offers a sleek, integrated suite of tools that cater to various aspects of business management — from inventory and order processing to customer relationship management and analytics. This unified approach not only simplifies the user experience but also ensures a more stable and secure environment, reducing dependency on external plugins that can compromise system integrity. Inspired by the insightful and engaging style of Walter Isaacson's books, Selldone's design philosophy emphasizes simplicity, efficacy, and an intuitive user interface, making it accessible to businesses of all sizes seeking to optimize their operations seamlessly.",Copenhagen,"ecommerce,saas,platform,business management",No funding announced yet,2018.0,https://selldone.com/,Active
113,TETATET AI,Denmark,"TETATET AI is an online platform based on the SaaS model that provides an emotion aware AI coach. Healthcare professionals such as therapists and coaches can use it as a companion to their practice, while businesses can increase the value of their products and services by adding an AI coach, while at the same time lowering operational costs. Individuals benefit of interacting with an emphatic AI entity with emotional intelligence that is always available to listen and support them.",Copenhagen,"B2B, Health Care, Mental Health, AI",No funding announced yet,2023.0,https://tetatet.ai,Active
114,Red Bien,Denmark,Red bien planter blomster til bier og sommerfugle. Vi hjælper til i din have og naturen med biodiversitet i fokus,Odense,"have, biodiversitet",No funding announced yet,2023.0,https://redbien.dk/,
115,NICE NICE,Denmark,Advertising agency,Erslev,"Marketing, Branding, Webdesign",No funding announced yet,2023.0,https://www.nicenice.dk,Active
116,IPP Europe,Denmark,"Open Source Payments is designed by IPP, for a broader reach than usual payment infrastructure providers.

The software is designed to emphasize accessibility, increase performance, enhance security and increase the ease of use for Card Payments. We belive and trust great software must work with a minimum number of setup requirements, so you can solely focus on your own product and services.",Copenhagen,"Fintech, Payments, PCI",Between €500K-€ 1 million,2021.0,https://www.ippeurope.com,Active
117,KAKTI,Denmark,"An AI-driven optimization tool designed to transform district energy companies by forecasting optimal production while orchestrating energy storage patterns and schedules. It ensures cost-effective heating and cooling amidst a dynamic and increased electrified equipment mix. 

Our solution mitigates grid congestion and simplifies complex decision-making for operation managers, elevating efficiency and sustainability.",Grindsted,"ML, Optimisation, AI, Energy",Between €100K-€500K,2023.0,www.kakti.ai,Active
118,Bookinghero,Denmark,"Bookinghero is Denmark's largest app and marketplace for booking primarily Beauty, Health and Wellness. With specialists connected all over the country, we make almost all of Denmark's salons and receptions bookable in one place. At Bookinghero, you as a consumer can search, book and pay for treatments and services with just a few clicks.",Kongens Lyngby,"Online booking, SaaS, Marketplace, Health",No funding announced yet,2023.0,https://bookinghero.io,Active
119,Holdbar,Denmark,"Holdbar is here to assist you in giving wonderful experiences and managing your business better. Our complete software solution covers all your administration, booking, payment, gift, and promotion needs. It’s a one-stop-shop to grow your business – and transform your passion into profits.",Aarhus,"Software, Travel, Technology, Information",No funding announced yet,2023.0,https://holdbar.com,
120,Mw Regnskab ApS,Denmark,"MWRegnskab provides high-quality auditor and bookkeeping services at very reasonable prices. With a strong professional background and extensive experience, you can be sure that you will get an accountant and bookkeeper where the quality is at the high end. For a good collaboration, it is important that the accountant and the client have a good collaboration, which is why my clients are always a high priority!",Copenhagen,"Financial, bookkeeping services, Accountant",No funding announced yet,2023.0,http://www.mwregnskab.dk,
121,Star.Care,Denmark,"Star.Care is a health platform where health clinic profiles become complete and searchable for the benefit of clinics and patients. It focuses on accelerating development towards a more efficient healthcare system that creates value for patients, clinics and society.",Copenhagen,"healthcare, health platform, online services",No funding announced yet,2023.0,https://star.care/,
122,Virtuall,Denmark,"Virtuall’s goal is to make it easier and simple to manage your virtual products, 3D-channels and generate value at scale.Virtuall.pro is a 3D-Omnichannel platform facilitating Automated Virtual product distribution to help brands quickly scale their engagement across Games, 3D Destinations, and immersive social media with their products. The company is based in Copenhagen, Denmark.",Copenhagen,"Internet Publishing, 3D Design, Customer Experience",No funding announced yet,2022.0,https://virtuall.pro/,
123,Coana,Denmark,coana.tech is a spinoff from Aarhus University's computer science department. Our goal is to provide sophisticated programme analysis tools that support the creation and upkeep of contemporary software by software engineers. These analytic tools can aid in preventing bugs and security flaws. JavaScript and Node.js are the current areas of emphasis.,Aarhus,"Department, JavaScript, Node.js, Software Maintenance, Program Analysis, TypeScript, Security",No funding announced yet,2022.0,https://coana.tech/,
124,Agrobiomics,Denmark,"By using soil bacteria and their metabolites as new biostimulants, abiotic stressors like drought can be managed by crops thanks to agrobiomics.Our goal is to offer farmers practical, long-lasting solutions that will improve agricultural output in the face of the challenges posed by climate change.",Copenhagen,"agriculture , food security, novel science-based",No funding announced yet,2022.0,https://www.agrobiomics.bio/,
125,BusySunday,Denmark,"Experts from the trading, software, and data industries designed BusySunday. Our team is made up of former real estate agents, sales trainers (against the brokerage sector), software developers with prior experience in the sector, and data ""crushers,"" who use the most cutting-edge artificial intelligence that can be incorporated into contemporary software solutions.",Hellerup,"software developers, marketing , real estate industry",Between €100K-€500K,2022.0,https://busysunday.dk/,
126,BlackCap,Denmark,"For companies in the fertility care sector, BlackCap offers financial and consulting services. It promotes the significance of reproductive health by providing support and information. Sborg, Denmark-based BlackCap was established in 2022.",Saborg,"Equity Management, Health Industry,",No funding announced yet,2022.0,https://blackcapequity.com/,
127,BetterLabs,Denmark,"BetterLabs is a health testing platform working with private and public laboratories to provide bloodwork and analysis for private persons. The foundation of a good life is health. You deserve to live a long, happy, and healthy life. Our goal is to make sure you have a better understanding of what is going on within your body so you can make decisions that will improve your quality of life. however you define that.",Copenhagen,"Health Testing, Blood Tests, laboratories",No funding announced yet,2022.0,https://www.betterlabs.dk/,
128,Raavare.com,Denmark,Raavare.com is a marketplace platform that empowers quality-minded consumers and artisanal restaurants to trade directly with unique farmers and exceptional food brands.,Copenhagen,"foodtech, platform, marketplace, agritech",No funding announced yet,2022.0,www.raavare.com,
129,Beoty,Denmark,"Performance-led natural skincare products, specially formulated for people with skin concerns.",Sønderborg,"Beauty, Health Care, Cosmetics, E-Commerce",No funding announced yet,2022.0,https://beoty.com/,
130,Sourcebirds,Denmark,Sourcebirds makes product sourcing easy by connecting e-commerce brands with with top-tier manufacturers. We provide an easy-to-use solution for people who want to find a reliable manufacturer fast.,"Copenhagen, Denmark","Trade-shows, factories search, alibaba",No funding announced yet,2022.0,https://www.sourcebirds.com,
131,Scentmore,Denmark,Perfume subscription and recommendation service.,Copenhagen,"Perfume, scent, ai, recommendation",Between €500K-€ 1 million,2022.0,www.scentmore.dk,Active
